type,job,job_require,skill,path
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym<', 'React.js', 'synonym<', 'ReactJS', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym>', 'ReactJS', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym>', 'ReactJS', 'synonym<', 'React.js', 'synonym>', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym>', 'ReactJS', 'synonym<', 'React.js', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React', 'synonym>', 'ReactJS', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React', 'synonym>', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React', 'synonym>', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym<', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,ReactJS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym>', 'React']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.js,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym<', 'React', 'synonym>', 'React.JS', 'synonym<', 'ReactJS', 'synonym>', 'React.js']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React.JS,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.JS']"
multi_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React', 'synonym<', 'React.js', 'synonym>', 'ReactJS', 'synonym>', 'React.JS', 'synonym<', 'React']"
